3.10	3.00
4.20	3.50
1.90	3.00
4.10	5.00
11.80	14.00
1.00	1.00
3.40	4.00
3.20	2.00
6.70	10.00
1.10	1.00
5.90	8.00
4.60	5.00
12.90	16.00
1.60	0.50
8.20	8.40
8.10	8.30
0.80	0.00
2.10	3.00
5.10	6.00
4.70	7.00
2.00	1.00
8.60	8.00
6.20	4.00
1.00	0.50
4.20	4.20
7.30	8.00
2.70	3.00
1.50	2.00
0.50	2.00
3.30	5.00
0.30	0.50
0.30	0.00
0.00	0.50
1.00	3.00
0.20	0.50

